solution_idx,slag_Cu_pct,matte_Cu_pct,slag_FeO_SiO2_ratio,blend_Cu,blend_S,blend_Fe,blend_SiO2,SiO2_flux,ratio_炎鑫,ratio_汇祥永金,ratio_嘉能可ET,ratio_金源矿冶,ratio_阿舍勒,ratio_路源,ratio_外矿BOZ,ratio_外矿AKT,ratio_和鑫,ratio_渣精矿,ratio_白银
0,0.3860390782356262,59.86703872680664,1.1794387102127075,21.821245181987994,23.680591828524772,22.435663210995735,12.951733030519089,2.603637309671854e-05,0.006747170559671756,0.11338712802009353,3.893438604987247e-05,0.3640523332930283,2.143516537121244e-05,5.069414855168613e-05,0.11177278191559367,0.2065519229303634,0.00012690920438513387,3.924136168955417e-06,0.19724676624072243
