T(℃),P(atm),Cu(g),S(g),Fe(g),SiO2(g),Pb(g),Zn(g),MgO(g),Al2O3(g),Ni(g),Sb(g),Bi(g),CaO(g),As(g),O2(g),matte_Cu_pct,matte_Fe_pct,matte_S_pct,matte_Ni_pct,matte_Zn_pct,matte_Pb_pct,matte_As_pct,matte_mass_g,slag_Cu_pct,slag_FeO_pct,slag_SiO2_pct,slag_FeO_SiO2_ratio,slag_Al2O3_pct,slag_CaO_pct,slag_MgO_pct,slag_ZnO_pct,slag_mass_g,gas_SO2_mol,gas_S2_mol,gas_SO_mol,gas_SSO_mol,gas_SO3_mol,gas_Zn_mol,gas_PbS_mol,gas_CuS_mol,gas_Pb_mol,gas_Sb_mol,gas_As_mol,gas_mass_g
1200.0,1.0,18.326,26.674,24.069,15.605,0.916,3.349,0.946,0.992,0.017,0.057,0.024,0.414,0.548,21.0,50.986,18.991,26.399,0.026909,3.533,0.01826,0.0,34.901,0.5853831658396813,45.293,34.182,1.3250541220525422,2.173,0.90686,2.0722,5.7245,44.434,0.96636,0.024941,0.0028181,0.0031644,3.219e-06,0.00050055,9.4259e-06,8.9507e-07,2.0365e-07,1.12e-08,1.0176e-06,32.052
1200.0,1.0,20.215,28.988,26.791,11.273,0.267,1.139,2.818,0.484,0.615,0.058,0.019,0.13,0.355,21.0,47.472,22.671,27.113,1.236,1.4769,0.0073193,0.0,42.016,0.8126956523866098,51.404,25.146,2.0442217450091467,2.0665,0.51176,2.0081,1.9446,22.313,0.96863,0.023644,0.0027839,0.0030437,3.2738e-06,0.00021449,4.6949e-06,8.2101e-07,1.0418e-07,1.1605e-08,7.1655e-07,32.897
1200.0,1.0,19.104,23.249,21.816,19.804,0.106,0.719,2.232,1.825,0.298,0.063,0.011,1.466,0.012,21.0,63.742,11.095,23.783,0.86967,0.504,0.004793,0.0,29.643,0.37378262352365643,43.284,39.462,1.0968526683898432,3.8616,3.0908,3.6232,1.4364,46.905,0.98463,0.010609,0.0022972,0.0016823,4.0996e-06,0.0001039,3.0956e-06,8.9859e-07,1.0255e-07,2.2553e-08,1.7189e-08,31.456
1200.0,1.0,19.215,22.149,18.727,22.634,0.46,2.589,1.968,1.784,0.086,0.091,0.01,0.91,0.032,21.0,69.587,6.3832,22.534,0.1888,1.2962,0.0069749,0.0,27.092,0.43574221818435943,39.783,41.508,0.9584417461694131,3.4702,1.7701,3.8281,5.3925,51.162,0.98936,0.0062317,0.0020159,0.0011315,4.7165e-06,0.0003322,4.0681e-06,8.5788e-07,1.7583e-07,4.0509e-08,4.7401e-08,31.312
1200.0,1.0,17.361,18.981,24.388,17.742,0.62,1.255,0.572,2.265,0.02,0.076,0.018,0.438,0.324,21.0,71.457,5.7796,22.159,0.031827,0.53621,0.0072057,0.0,23.673,0.5433721448039696,45.971,37.423,1.2284156801966704,4.7775,0.92386,1.2065,2.8985,47.134,0.99141,0.0044508,0.0018552,0.00088,5.1465e-06,0.00015748,4.488e-06,8.0992e-07,2.2953e-07,5.162e-08,3.3698e-07,26.688
1200.0,1.0,21.501,26.802,25.315,11.003,0.263,1.366,1.02,1.492,0.204,0.059,0.01,0.401,0.008,21.0,53.685,18.491,25.88,0.44664,1.4876,0.0089293,0.0,39.534,0.560700580753372,48.741,30.774,1.583837005264184,4.1896,1.1257,2.8101,2.6354,34.751,0.9765,0.017561,0.0025949,0.002445,3.5695e-06,0.00024866,5.5173e-06,8.6189e-07,1.4206e-07,1.5e-08,1.2024e-08,31.267
1200.0,1.0,19.725,27.27,23.383,14.877,0.104,0.652,0.328,1.841,0.016,0.035,0.012,0.416,0.106,21.0,53.743,19.537,26.024,0.039637,0.63283,0.013042,0.0,36.246,0.5338241854776714,48.084,36.669,1.311298371921787,4.5378,1.0254,0.80847,1.2871,39.757,0.96916,0.024147,0.0027994,0.003093,3.2592e-06,9.0639e-05,8.7108e-06,9.303e-07,1.9127e-07,8.7746e-09,1.9743e-07,33.595
1200.0,1.0,20.48,27.147,22.739,12.5,0.469,2.54,1.262,1.673,0.052,0.064,0.012,0.551,0.103,21.0,53.714,17.645,25.825,0.10047,2.6957,0.01307,0.0,37.462,0.5586577615486757,46.558,30.878,1.507804909644407,4.2191,1.3875,2.8882,4.7056,38.697,0.97669,0.017031,0.0025753,0.0023896,3.5981e-06,0.00045852,7.1906e-06,8.5766e-07,1.88e-07,1.5597e-08,1.5338e-07,32.855
1200.0,1.0,19.933,21.479,21.76,20.224,0.142,1.074,3.862,0.818,0.474,0.07,0.009,0.319,0.007,21.0,70.199,5.772,22.35,1.0858,0.58942,0.0027336,0.0,28.107,0.5158917855894892,45.356,38.703,1.171898819212981,2.249,1.0002,3.4155,2.8877,30.107,0.9917,0.0046225,0.0018731,0.00090547,5.1002e-06,0.00017202,1.7009e-06,8.0418e-07,8.5358e-08,4.5443e-08,1.0617e-08,29.937
1200.0,1.0,20.214,28.24,29.42,9.817,0.052,0.272,1.25,0.829,0.669,0.042,0.009,0.139,0.009,21.0,47.705,23.355,27.114,1.4899,0.32953,0.0058947,0.0,41.786,0.8127578251450136,53.425,25.629,2.0845526551952864,2.5468,0.42019,1.9598,0.46545,31.061,0.97059,0.023088,0.0027702,0.0029929,3.3033e-06,4.8292e-05,4.1919e-06,8.1892e-07,9.413e-08,1.0321e-08,1.2403e-08,31.168
1200.0,1.0,20.521,28.109,30.063,9.389,0.045,0.225,1.731,0.585,0.793,0.048,0.009,0.082,0.009,21.0,47.238,23.578,27.194,1.6976,0.28723,0.0055383,0.0,42.955,0.8577264931162205,53.792,24.943,2.1565970412540594,2.315,0.30991,1.8421,0.39897,24.028,0.97022,0.023358,0.0027778,0.0030185,3.2918e-06,4.1849e-05,3.9642e-06,8.1338e-07,8.8501e-08,1.1052e-08,1.5401e-08,30.537
1200.0,1.0,19.922,27.824,22.436,12.592,0.328,1.547,0.707,2.37,0.021,0.078,0.018,0.936,0.274,21.0,52.319,19.7,26.206,0.043998,1.696,0.013442,0.0,37.529,0.4970712034383954,45.754,32.368,1.4135565991102321,6.092,2.406,1.8173,2.8839,38.043,0.97246,0.020414,0.0026889,0.0027316,3.4164e-06,0.00026462,8.1936e-06,8.7183e-07,1.9567e-07,1.4797e-08,4.7691e-07,33.929
1200.0,1.0,19.183,27.228,22.956,15.83,0.259,1.082,0.607,2.034,0.153,0.08,0.019,1.303,0.315,21.0,52.652,19.668,26.17,0.36487,1.1066,0.010453,0.0,35.935,0.43917948354182684,44.656,37.006,1.2067232340701508,4.7549,3.046,1.419,1.9752,42.026,0.96885,0.023483,0.0027795,0.0030285,3.2805e-06,0.00016073,6.7231e-06,9.064e-07,1.4969e-07,1.3551e-08,6.143e-07,33.642
1200.0,1.0,19.465,19.517,19.898,19.448,0.036,0.157,1.646,3.246,0.286,0.151,0.011,1.491,0.01,21.0,76.633,1.4094,20.943,0.98761,0.024198,0.0010181,0.0,25.033,0.6711016360332658,34.592,46.238,0.7481292443444786,7.9473,3.7887,3.586,0.46286,39.171,0.99616,0.00082201,0.0012191,0.00024851,7.907e-06,1.478e-05,6.3706e-07,5.7148e-07,7.5814e-08,2.5008e-07,1.1894e-08,28.53
1200.0,1.0,17.87,23.767,21.228,19.969,0.031,0.199,0.823,2.891,0.067,0.054,0.013,2.769,0.017,21.0,61.739,13.587,24.297,0.2194,0.14836,0.0079273,0.0,28.662,0.3335923761269131,42.033,40.061,1.0492249319787326,5.7998,5.5551,1.6511,0.3884,49.451,0.98211,0.012889,0.0024087,0.0019444,3.8898e-06,2.8191e-05,5.3451e-06,9.1344e-07,1.6064e-07,1.7738e-08,2.6497e-08,32.538
1200.0,1.0,19.377,22.452,28.223,11.939,0.331,0.764,0.986,1.444,0.304,0.042,0.011,1.011,0.016,21.0,57.009,16.214,25.191,0.76304,0.81522,0.0063355,0.0,33.541,0.4419506122021105,46.611,34.288,1.3593968735417639,4.1471,2.9035,2.8317,1.6442,34.273,0.97962,0.014962,0.002497,0.0021717,3.7332e-06,0.00014624,4.1049e-06,8.779e-07,1.145e-07,1.5461e-08,2.6456e-08,26.634
1200.0,1.0,20.202,22.649,18.321,19.898,0.215,0.981,0.767,3.47,0.017,0.151,0.017,2.007,0.186,21.0,70.81,6.3652,22.312,0.041295,0.44313,0.0072409,0.0,28.171,0.3879580124397233,40.395,40.43,0.9991343062082613,7.0506,4.078,1.5584,2.1545,49.027,0.99042,0.0049665,0.0019058,0.00095494,4.9999e-06,0.00012425,4.5596e-06,8.2486e-07,2.2076e-07,6.1042e-08,2.4999e-07,32.233
1200.0,1.0,21.724,26.304,22.974,11.822,0.077,0.525,0.411,2.586,0.015,0.088,0.013,1.341,0.073,21.0,56.868,17.224,25.313,0.036608,0.54013,0.010793,0.0,37.918,0.4091233957649032,44.75,34.814,1.2854024243120583,7.6154,3.9491,1.2103,1.1369,33.465,0.97802,0.016015,0.0025378,0.0022835,3.6613e-06,9.4139e-05,7.1743e-06,8.8987e-07,1.9343e-07,1.9375e-08,1.405e-07,32.132
1200.0,1.0,21.068,26.003,26.586,10.199,0.377,1.783,1.489,1.161,0.374,0.068,0.01,0.399,0.008,21.0,52.489,18.543,26.054,0.78928,2.1156,0.0079166,0.0,39.619,0.5653990649241736,47.821,30.572,1.5642090802041082,4.1257,1.3993,2.7722,3.629,27.426,0.97611,0.017707,0.0025998,0.0024597,3.56e-06,0.0003522,4.646e-06,8.4598e-07,1.1913e-07,1.6436e-08,1.5458e-08,29.66
1200.0,1.0,20.64,26.083,24.8,13.206,0.022,0.246,0.509,1.675,0.167,0.055,0.009,0.432,0.009,21.0,56.633,17.344,25.348,0.43821,0.22916,0.0075553,0.0,35.993,0.600633255293871,51.497,31.633,1.6279518224638827,4.0123,1.0348,1.2192,0.4837,40.785,0.97811,0.016382,0.0025523,0.0023227,3.6411e-06,3.9401e-05,5.1847e-06,8.9081e-07,1.3821e-07,1.507e-08,1.091e-08,32.043
1200.0,1.0,20.268,21.987,20.482,18.612,0.31,1.922,3.462,1.42,0.308,0.086,0.009,0.447,0.006,21.0,69.804,6.0936,22.445,0.64894,1.0038,0.0039122,0.0,28.659,0.4654075057656021,42.922,38.355,1.1190718289662365,3.9819,1.23,3.6457,4.5835,35.473,0.9911,0.0049071,0.0019007,0.00094668,5.0201e-06,0.00028745,2.3443e-06,8.1163e-07,1.1419e-07,4.7702e-08,9.2039e-09,30.534
1200.0,1.0,20.996,26.363,22.722,15.457,0.108,0.793,0.463,1.832,0.008,0.051,0.009,0.43,0.008,21.0,57.734,16.389,25.159,0.019635,0.68482,0.011958,0.0,35.939,0.5187073233629185,47.992,36.929,1.2995748598662296,4.3769,1.0273,1.1062,1.6152,41.17,0.97581,0.018377,0.0026236,0.0025288,3.5255e-06,0.00011123,7.7945e-06,9.3374e-07,1.9618e-07,1.3126e-08,1.3385e-08,32.958
1200.0,1.0,18.783,26.334,28.914,15.945,0.052,0.156,1.401,0.378,0.82,0.043,0.009,0.021,0.009,21.0,50.612,20.665,26.494,2.0638,0.16027,0.0048867,0.0,36.524,0.6195693011391432,51.955,33.474,1.5521001374200873,0.82908,0.045884,2.5217,0.25733,44.338,0.96895,0.024553,0.0028108,0.0031315,3.2447e-06,2.2617e-05,3.4844e-06,8.8107e-07,7.5874e-08,1.0035e-08,1.169e-08,30.788
1200.0,1.0,17.531,16.87,25.55,20.481,0.763,1.518,0.655,1.629,0.055,0.077,0.021,1.446,0.375,21.0,75.248,2.8785,21.298,0.069713,0.44771,0.0050473,0.0,22.664,0.5683300663917814,40.125,41.435,0.9683842162423072,3.8713,3.4364,1.5566,3.978,41.979,0.99439,0.0019656,0.0015146,0.00047745,6.3417e-06,0.0001847,3.1262e-06,6.9587e-07,2.4059e-07,1.0207e-07,4.3541e-07,23.574
1200.0,1.0,20.578,28.518,25.26,11.301,0.257,0.99,0.797,1.823,0.325,0.098,0.02,1.233,0.327,21.0,49.76,21.654,26.7,0.71025,1.1481,0.0082752,0.0,40.796,0.5369505870431197,47.237,29.968,1.5762479978643889,4.8343,3.2697,2.1135,1.6903,36.665,0.9715,0.021147,0.0027113,0.0028034,3.3814e-06,0.00017598,5.3959e-06,8.3644e-07,1.2661e-07,1.638e-08,4.8854e-07,33.025
1200.0,1.0,20.866,23.122,19.925,20.414,0.033,0.3,0.346,2.804,0.012,0.113,0.012,1.819,0.051,21.0,69.137,7.9541,22.718,0.036386,0.14185,0.0078666,0.0,29.866,0.4266472318121462,43.15,41.596,1.037359361477065,5.7136,3.7065,0.70503,0.65057,48.827,0.98873,0.0068366,0.0020625,0.0012125,4.6041e-06,3.4604e-05,5.1302e-06,8.7195e-07,2.117e-07,4.1621e-08,6.8426e-08,32.077
1200.0,1.0,19.721,30.063,23.82,12.602,0.335,1.323,0.249,1.581,0.019,0.061,0.022,0.514,0.459,21.0,47.533,23.552,27.286,0.037698,1.5261,0.016525,0.0,40.862,0.5621127905514013,46.874,34.763,1.348387653539683,4.3612,1.4179,0.68687,2.3779,35.236,0.95828,0.032342,0.0029946,0.0038291,2.9788e-06,0.00019132,1.0481e-05,8.8601e-07,1.9885e-07,9.1106e-09,1.0351e-06,35.113
1200.0,1.0,17.293,15.185,26.554,20.318,0.613,1.23,0.542,1.273,0.011,0.025,0.009,0.456,0.017,21.0,76.785,1.8067,20.975,0.01081,0.41269,0.0051281,0.0,22.075,0.6611362310433992,37.324,42.881,0.8704088057647908,5.8685,2.1022,2.4985,5.5653,21.664,0.99653,0.0011322,0.0013209,0.00031602,7.3029e-06,0.0002164,3.1504e-06,6.1943e-07,3.1945e-07,9.3594e-08,3.7009e-08,20.762
1200.0,1.0,21.267,23.726,23.287,14.601,0.306,1.9,3.873,0.824,0.502,0.079,0.01,0.35,0.006,21.0,61.341,11.635,24.174,1.0373,1.8068,0.0049618,0.0,34.364,0.4610731763225942,45.019,34.664,1.2987249019155318,4.0916,1.6251,3.1185,4.672,19.887,0.98461,0.010247,0.0022773,0.0016391,4.1352e-06,0.00038528,2.8569e-06,8.6008e-07,9.6296e-08,2.6548e-08,1.6312e-08,30.009
1200.0,1.0,18.448,20.513,24.736,20.598,0.192,0.366,1.303,1.259,0.329,0.05,0.009,0.27,0.012,21.0,69.452,6.8399,22.551,0.99117,0.16254,0.0030181,0.0,26.043,0.5525914766929905,49.039,37.261,1.3160945760983334,2.3228,0.49814,2.404,0.74035,53.819,0.99099,0.0054159,0.001948,0.0010193,4.897e-06,4.4127e-05,1.9624e-06,8.2739e-07,9.0981e-08,3.4964e-08,9.2582e-09,28.464
1200.0,1.0,18.523,14.338,28.564,14.412,0.558,0.719,0.389,1.435,0.01,0.05,0.01,0.636,0.019,21.0,77.817,1.2218,20.745,0.0086802,0.1942,0.004441,0.0,23.396,0.7182285869033475,33.639,45.615,0.7374547846103255,8.0834,3.5826,2.1911,3.7992,17.742,0.99686,0.00070232,0.0011725,0.00022092,8.233e-06,0.00012576,2.7549e-06,5.575e-07,3.5468e-07,1.9969e-07,5.0563e-08,18.704
1200.0,1.0,22.524,25.09,24.633,10.153,0.02,0.5,3.559,1.183,0.423,0.064,0.01,0.328,0.01,21.0,57.378,15.904,25.105,0.9557,0.6499,0.0055723,0.0,39.164,0.3413106799916137,43.331,34.058,1.2722708321099303,8.8967,2.3359,4.0134,1.3638,13.148,0.97991,0.014608,0.0024825,0.0021334,3.7573e-06,0.00011773,3.663e-06,8.7814e-07,1.0341e-07,1.8372e-08,4.1686e-08,29.809
1200.0,1.0,18.607,32.481,23.581,13.495,0.444,1.673,0.37,1.751,0.022,0.044,0.028,1.445,0.62,21.0,41.989,27.283,28.446,0.040301,2.1325,0.020744,0.0,43.699,0.388561976378503,40.826,38.804,1.0521080300999897,5.0349,4.1551,1.0639,2.6209,33.996,0.94379,0.043882,0.0032075,0.0047773,2.6977e-06,0.00023362,1.283e-05,8.4279e-07,2.0898e-07,5.9884e-09,1.875e-06,37.127
1200.0,1.0,19.907,21.031,27.203,11.931,0.268,0.588,1.518,1.329,0.252,0.049,0.01,0.46,0.014,21.0,62.425,12.299,24.068,0.64601,0.55516,0.0055348,0.0,31.54,0.4416131029422042,47.013,35.259,1.333361694886412,4.3776,1.5048,3.2702,1.4847,30.018,0.98444,0.010769,0.0023056,0.0017012,4.0831e-06,0.00011471,3.5784e-06,8.8407e-07,1.1766e-07,2.1651e-08,2.4531e-08,25.954
1200.0,1.0,16.664,10.581,31.131,19.78,0.794,0.896,0.562,0.669,0.194,0.017,0.009,0.332,0.023,21.0,80.376,0.011595,19.493,0.066138,0.0039565,0.00037057,0.0,15.809,12.39724802571808,12.692,47.812,0.2654563707855769,6.9831,3.4654,5.8653,6.1599,9.577,0.99929,9.4373e-07,0.00022475,1.5524e-06,4.3159e-05,6.0305e-05,1.0577e-07,1.0838e-07,3.7149e-07,2.6507e-06,3.4763e-09,14.54
1200.0,1.0,20.321,23.41,21.671,15.29,0.171,0.888,4.027,1.657,0.459,0.1,0.016,0.313,0.233,21.0,63.752,10.656,23.718,1.0748,0.76999,0.0040788,0.0,31.625,0.40625456705569923,44.72,34.444,1.2983393334107536,6.3388,1.1582,3.751,2.2203,25.901,0.98547,0.0091358,0.0022139,0.0015046,4.2611e-06,0.00017114,2.5688e-06,8.6669e-07,9.1701e-08,3.1985e-08,4.8647e-07,31.117
1200.0,1.0,20.497,27.71,18.47,16.954,0.572,2.059,0.541,3.585,0.031,0.206,0.036,3.441,0.794,21.0,55.026,16.989,25.6,0.057025,2.2428,0.013991,0.0,36.735,0.27392429170452165,34.901,39.566,0.8820957387656069,7.9263,8.0303,1.2625,3.551,42.438,0.97075,0.019765,0.0026649,0.0026638,3.435e-06,0.00035475,7.9694e-06,9.0896e-07,1.9342e-07,2.4273e-08,1.4173e-06,35.14
1200.0,1.0,17.511,24.472,20.176,20.04,0.196,1.04,1.354,3.375,0.008,0.05,0.017,4.732,0.023,21.0,59.07,15.116,24.817,0.021701,0.96251,0.010876,0.0,29.327,0.25476620029352154,36.899,38.985,0.9464922406053611,6.5656,9.2055,2.634,1.8193,51.013,0.98092,0.013775,0.0024476,0.0020425,3.8188e-06,0.00017956,6.8619e-06,8.9048e-07,1.9949e-07,1.6073e-08,3.8478e-08,33.208
1200.0,1.0,19.832,25.615,27.781,14.989,0.042,0.145,1.417,1.051,0.776,0.081,0.01,0.801,0.009,21.0,53.857,18.234,25.786,1.9785,0.1401,0.0039698,0.0,36.339,0.5504509574393739,50.907,31.59,1.6114909781576447,2.3322,1.7694,2.4885,0.25045,44.012,0.97697,0.017167,0.0025809,0.0024043,3.5924e-06,2.3504e-05,2.7936e-06,8.5873e-07,7.2748e-08,1.8106e-08,9.7302e-09,30.507
1200.0,1.0,17.301,10.547,30.227,17.259,0.777,0.887,0.524,1.259,0.088,0.037,0.01,0.464,0.026,21.0,80.422,0.011568,19.5,0.022531,0.0034192,0.00062446,0.0,13.827,13.342273953455866,10.579,50.034,0.21143622336810972,9.3462,3.4463,3.8915,4.9458,13.459,0.99912,9.4081e-07,0.00022456,1.5487e-06,4.3181e-05,5.2153e-05,1.7928e-07,1.0837e-07,6.3064e-07,3.1966e-06,2.7904e-09,15.261
1200.0,1.0,15.575,8.637,28.299,24.606,0.848,1.146,0.491,1.092,0.008,0.017,0.01,0.99,0.025,21.0,80.545,0.010118,19.41,0.00063762,0.0037435,0.0014896,0.0,0.0,12.518040813474036,9.2682,50.502,0.18352144469525958,7.2784,6.5985,3.2722,6.0307,14.999,0.99935,5.3967e-07,0.00019545,1.0209e-06,4.9635e-05,5.7723e-05,3.0814e-07,8.2885e-08,1.4312e-06,2.0832e-06,1.318e-09,16.723
1200.0,1.0,21.072,27.123,25.434,6.749,0.064,0.537,0.492,2.189,0.017,0.049,0.01,0.63,0.01,21.0,51.134,21.567,26.518,0.039098,0.72893,0.012314,0.0,40.986,0.4503883436997694,45.769,31.547,1.450819412305449,8.448,2.9446,2.1731,1.2074,20.944,0.97281,0.020981,0.0027078,0.0027887,3.3949e-06,0.00011233,8.2704e-06,8.5679e-07,1.9482e-07,1.1987e-08,2.7039e-08,31.13
1200.0,1.0,19.783,21.668,23.987,11.825,0.09,0.29,0.545,2.24,0.01,0.089,0.011,1.338,0.012,21.0,63.927,11.94,23.828,0.028661,0.2659,0.0090902,0.0,30.734,0.3492243839541547,42.719,38.368,1.1134017931609674,7.268,4.3413,1.7683,0.78781,30.589,0.98465,0.010346,0.0022829,0.001651,4.1254e-06,5.5644e-05,5.9952e-06,8.9543e-07,2.0111e-07,2.8969e-08,2.605e-08,28.004
1200.0,1.0,17.95,21.833,26.796,16.621,0.707,1.689,0.348,1.055,0.024,0.034,0.019,0.353,0.376,21.0,62.139,12.417,24.134,0.041775,1.2374,0.010163,0.0,27.981,0.6713059179537355,50.807,31.563,1.6097012324557236,2.0034,0.67034,0.66084,3.1567,51.561,0.98367,0.011101,0.0023223,0.0017397,4.0474e-06,0.00025381,6.1501e-06,8.8706e-07,1.9917e-07,1.6953e-08,3.4608e-07,28.057
1200.0,1.0,18.573,22.547,18.994,23.224,0.42,2.377,2.113,1.867,0.092,0.07,0.011,1.766,0.009,21.0,67.259,8.0717,23.045,0.22085,1.3946,0.0078282,0.0,27.135,0.3672722475365155,37.953,43.023,0.882156056063036,3.4805,3.2923,3.9392,4.6144,53.372,0.9865,0.0088041,0.0021947,0.0014642,4.3074e-06,0.00030888,4.5606e-06,9.0381e-07,1.6584e-07,2.7245e-08,1.5543e-08,31.685
1200.0,1.0,19.006,34.986,22.291,12.486,0.802,2.882,0.298,1.926,0.035,0.118,0.042,1.693,1.117,21.0,39.128,27.765,28.938,0.052694,3.9068,0.02693,0.0,47.752,0.32466614438465297,35.764,40.364,0.8860370627291647,6.1723,5.473,0.96335,4.0257,30.292,0.92944,0.051732,0.0033167,0.0053637,2.5301e-06,0.00040168,1.4548e-05,8.1644e-07,2.1825e-07,8.46e-09,3.9667e-06,39.245
1200.0,1.0,20.526,22.081,19.537,20.95,0.02,0.29,0.44,3.008,0.017,0.118,0.011,2.047,0.009,21.0,72.313,5.5053,22.014,0.05486,0.10457,0.0064467,0.0,28.074,0.4450592501223007,41.817,42.375,0.9868318584070797,6.0842,4.1404,0.88998,0.65181,49.281,0.99203,0.0041528,0.0018239,0.00083569,5.2414e-06,3.116e-05,4.1646e-06,8.0532e-07,2.205e-07,6.2439e-08,1.0742e-08,31.443
1200.0,1.0,16.197,9.563,24.648,23.408,0.636,0.686,0.677,2.478,0.014,0.077,0.01,0.498,0.021,21.0,80.913,0.0069128,19.013,0.0061628,0.0013469,0.00023231,0.0,0.0,21.899021874344815,3.3592,51.194,0.06561706449974607,9.9871,2.013,2.7363,2.3981,24.735,0.99906,8.2585e-08,0.00012223,2.4975e-07,7.9323e-05,2.0539e-05,1.4922e-08,3.2685e-08,1.7717e-07,1.4673e-06,6.4418e-10,19.136
1200.0,1.0,19.981,23.235,18.341,20.271,0.775,4.251,2.094,1.6,0.001,0.098,0.009,0.66,0.0,21.0,66.007,8.0335,23.241,0.0013865,2.703,0.012321,0.0,29.603,0.42719790481515135,38.356,40.441,0.9484434113894314,3.2242,1.3293,4.019,8.5458,49.264,0.98572,0.009028,0.0022076,0.0014914,4.2754e-06,0.00060298,6.35e-06,8.9383e-07,2.2803e-07,3.172e-08,1.7361e-08,31.548
1200.0,1.0,17.806,20.635,21.992,21.221,0.043,0.213,0.684,1.771,0.174,0.081,0.009,0.61,0.009,21.0,70.702,6.2731,22.318,0.60847,0.093964,0.0036575,0.0,24.822,0.5287260192885596,47.624,38.722,1.2298951500439028,3.8571,1.3285,1.4897,0.50849,45.657,0.99146,0.0048477,0.0018953,0.00093825,5.0381e-06,2.6517e-05,2.381e-06,8.1884e-07,1.1668e-07,4.7409e-08,8.7769e-09,29.649
1200.0,1.0,16.159,28.532,20.732,20.568,0.646,2.113,0.457,1.929,0.028,0.081,0.031,0.303,0.797,21.0,46.758,22.932,27.378,0.055076,2.7543,0.019541,0.0,33.775,0.506343826263191,43.248,36.279,1.1920946001819233,5.3186,0.83542,1.26,4.0182,35.357,0.95138,0.036309,0.0030714,0.0041612,2.8626e-06,0.00032721,1.1125e-05,8.9791e-07,1.9922e-07,9.5517e-09,2.1991e-06,35.746
1200.0,1.0,20.564,24.497,29.076,9.585,0.133,0.33,1.899,0.842,0.606,0.06,0.01,0.287,0.011,21.0,52.959,19.198,26.011,1.4039,0.42188,0.0051828,0.0,38.54,0.5346590768048082,49.974,31.113,1.6062096229871756,4.026,1.3279,2.7678,0.74533,20.425,0.97578,0.018262,0.0026195,0.0025169,3.5309e-06,6.8911e-05,3.5635e-06,8.5745e-07,8.9973e-08,1.5619e-08,2.5771e-08,27.664
1200.0,1.0,20.927,23.654,20.493,17.725,0.008,0.183,0.556,3.308,0.011,0.109,0.013,2.96,0.014,21.0,65.524,10.811,23.494,0.033548,0.12717,0.0085646,0.0,31.738,0.29724795792857645,39.439,40.818,0.9662158851487089,7.6178,6.8165,1.2804,0.40081,43.199,0.98598,0.0091828,0.0022173,0.0015108,4.2589e-06,2.7855e-05,5.6829e-06,8.9046e-07,2.0235e-07,3.2928e-08,2.5191e-08,31.755
1200.0,1.0,17.487,23.872,28.841,12.64,0.953,2.23,0.244,0.813,0.023,0.033,0.028,0.341,0.669,21.0,54.378,17.592,25.713,0.036386,2.2381,0.013145,0.0,30.773,0.9433383814382557,51.342,25.126,2.043381357955902,1.6161,0.67785,0.48503,3.7801,48.043,0.97666,0.016631,0.0025601,0.0023474,3.6193e-06,0.00038535,7.526e-06,8.6212e-07,1.9912e-07,1.2289e-08,6.3113e-07,28.275
1200.0,1.0,17.657,14.685,26.143,18.02,0.528,0.698,0.581,2.187,0.014,0.052,0.01,0.831,0.02,21.0,79.34,0.25196,20.336,0.0064496,0.045995,0.002562,0.0,21.641,1.4435626319099868,26.466,48.654,0.5439634973486249,10.942,4.1577,2.9068,3.5378,19.984,0.99818,9.9275e-05,0.00071938,5.0964e-05,1.3454e-05,7.5727e-05,1.4925e-06,3.4971e-07,5.111e-07,8.4593e-07,3.2048e-08,20.357
1200.0,1.0,20.699,23.224,24.561,16.54,0.037,0.205,1.655,1.992,0.607,0.125,0.011,1.783,0.009,21.0,61.569,12.377,24.178,1.7107,0.16106,0.0032187,0.0,33.36,0.3464887825843875,43.859,37.789,1.1606287543994285,4.6881,4.1881,3.386,0.42399,42.136,0.98385,0.010826,0.002308,0.0017075,4.0739e-06,3.316e-05,2.174e-06,8.7382e-07,7.1289e-08,3.2368e-08,1.2909e-08,29.467
1200.0,1.0,19.999,25.755,22.418,13.173,0.043,0.351,0.78,3.339,0.015,0.069,0.015,3.339,0.018,21.0,55.489,18.42,25.616,0.04002,0.42123,0.010955,0.0,35.872,0.2343468900691872,36.058,37.956,0.9499947307408577,9.6207,9.6207,2.2474,0.68127,34.418,0.97678,0.017335,0.0025869,0.0024217,3.5826e-06,7.0809e-05,7.4151e-06,8.8563e-07,1.9216e-07,1.6177e-08,4.4962e-08,32.071
1200.0,1.0,19.447,20.203,20.13,20.797,0.085,0.403,1.173,3.179,0.273,0.15,0.012,2.415,0.011,21.0,74.71,2.8748,21.397,0.91364,0.10136,0.0021321,0.0,25.701,0.46011393947864976,36.658,44.453,0.8246462555957977,6.795,5.162,2.5072,0.9798,46.723,0.99447,0.0019854,0.0015185,0.0004811,6.326e-06,4.2455e-05,1.2145e-06,6.9246e-07,9.2956e-08,1.2698e-07,1.3414e-08,29.262
